post_id,caption_text,topic,hashtags_count,post_length,likes,shares,comments,is_viral
530,stay consistent and grow,tech,11,160,34626,9132,4488,1
531,hard work always pays off,,9,294,5298,440,3544,1
532,learning ai is the future,tech,0,148,9731,4410,6294,1
533,this post will change your life,motivation,12,237,33574,6766,7116,0
534,this post will change your life,tech,3,143,5150,9115,7673,1
535,breaking news happening now,education,9,156,38328,8911,1910,0
536,breaking news happening now,motivation,12,233,4296,3968,7998,1
537,this post will change your life,meme,5,81,18461,8598,1577,0
538,hard work always pays off,meme,7,294,29532,5767,3594,1
539,learning ai is the future,meme,10,204,13301,6131,5474,0
540,breaking news happening now,,8,137,36312,4679,3031,0
541,learning ai is the future,news,14,79,6643,5376,5537,0
542,this post will change your life,motivation,12,186,36006,8970,4652,0
543,hard work always pays off,motivation,3,258,21090,7,3790,1
544,learning ai is the future,motivation,5,284,12312,8754,4362,1
545,stay consistent and grow,education,1,80,19704,8557,2867,1
546,coding memes are funny,motivation,1,234,44601,6343,6738,0
547,this post will change your life,education,5,183,27876,6615,4923,1
548,hard work always pays off,,8,156,43402,747,2863,1
549,this post will change your life,meme,2,277,45529,6225,5915,0
550,this post will change your life,news,3,34,35433,5320,1007,0
551,learning ai is the future,tech,10,179,2349,9891,5816,0
552,learning ai is the future,news,8,282,13144,4133,421,1
553,coding memes are funny,news,8,35,16880,3852,4493,1
554,breaking news happening now,,10,55,33153,4915,5318,0
555,coding memes are funny,news,14,169,33512,3655,1781,0
556,stay consistent and grow,tech,12,93,31774,5771,6815,0
557,hard work always pays off,education,4,128,13699,2867,4791,1
558,,meme,8,163,12098,4065,1792,1
559,hard work always pays off,,4,104,41412,1411,2108,0
560,this post will change your life,tech,4,146,45520,9911,7158,1
561,learning ai is the future,meme,6,121,49136,4614,469,1
562,this post will change your life,education,14,43,6028,4918,3296,0
563,breaking news happening now,meme,5,170,16250,9341,7983,0
564,this post will change your life,education,9,111,43584,3659,5259,1
565,stay consistent and grow,tech,10,278,14508,9662,6940,1
566,hard work always pays off,tech,6,43,9382,4484,4896,1
567,stay consistent and grow,meme,9,87,31318,7647,6944,1
568,hard work always pays off,,1,159,30568,4339,6421,0
569,stay consistent and grow,meme,13,126,34804,5597,3195,0
570,coding memes are funny,news,8,27,43761,3325,6130,0
571,,news,5,39,31960,1184,3141,0
572,stay consistent and grow,meme,8,234,49054,7592,1630,0
573,this post will change your life,news,0,145,29568,1154,7660,1
574,learning ai is the future,meme,1,286,41116,8485,5880,0
575,breaking news happening now,motivation,6,210,29500,4328,5843,0
576,breaking news happening now,news,11,167,25159,2593,3663,1
577,stay consistent and grow,meme,1,138,31105,9805,928,0
578,learning ai is the future,motivation,5,76,18231,2284,7306,1
579,breaking news happening now,news,1,56,17120,3437,1953,1
580,stay consistent and grow,tech,13,57,16168,2640,5348,1
581,stay consistent and grow,meme,9,179,33178,5710,6582,0
582,learning ai is the future,tech,4,84,5592,1830,4324,1
583,learning ai is the future,,5,97,22949,3560,7259,1
584,coding memes are funny,news,6,68,40305,2667,2238,0
585,stay consistent and grow,,14,38,9696,7997,5125,0
586,this post will change your life,motivation,12,289,28645,9018,2859,0
587,hard work always pays off,meme,0,206,435,966,6528,1
588,hard work always pays off,motivation,1,120,21839,8431,36,1
589,stay consistent and grow,tech,1,197,44023,9506,981,0
590,this post will change your life,meme,0,178,27386,3699,7648,0
591,breaking news happening now,,2,31,8351,8691,2449,0
592,,tech,11,261,11649,807,101,1
593,learning ai is the future,tech,5,135,2195,1444,4188,1
594,hard work always pays off,motivation,11,30,45112,3826,7654,0
595,coding memes are funny,,10,122,3669,5561,3457,0
596,breaking news happening now,news,8,284,5606,3099,2752,0
597,coding memes are funny,,2,120,4607,7237,6981,1
598,hard work always pays off,tech,11,243,6831,9539,751,0
599,this post will change your life,tech,14,216,45702,1632,6654,0
600,this post will change your life,education,2,22,30786,9783,666,1
601,coding memes are funny,motivation,1,135,35633,9220,873,0
602,stay consistent and grow,tech,12,115,19195,2440,3342,1
603,breaking news happening now,,1,132,43809,6246,1869,1
604,hard work always pays off,education,6,118,45160,4433,4063,0
605,learning ai is the future,motivation,3,229,43862,9183,6538,1
606,this post will change your life,meme,5,150,19524,3707,4100,1
607,coding memes are funny,news,7,195,26946,8993,2386,1
608,,motivation,13,112,8791,8154,5594,1
609,hard work always pays off,tech,13,23,32474,3428,4205,0
610,breaking news happening now,education,4,155,33394,1659,6520,0
611,stay consistent and grow,education,12,187,1322,8998,6720,1
612,learning ai is the future,meme,2,284,22027,3179,7278,0
613,learning ai is the future,education,1,158,8223,387,2088,0
614,stay consistent and grow,tech,14,229,7854,5128,352,1
615,this post will change your life,motivation,5,58,1392,3360,3678,1
616,learning ai is the future,meme,10,103,40405,6085,1948,0
617,hard work always pays off,news,11,93,34145,4143,3686,1
618,this post will change your life,news,7,165,47702,3408,7679,1
619,this post will change your life,tech,12,61,43318,6604,6080,1
620,this post will change your life,meme,10,126,37312,8987,3836,0
621,stay consistent and grow,meme,12,105,8003,6006,7916,1
622,,tech,9,233,5904,1652,373,0
623,hard work always pays off,,13,207,3934,3326,7807,1
624,coding memes are funny,meme,3,89,12646,362,7962,1
625,learning ai is the future,education,1,63,7328,1900,6844,0
626,learning ai is the future,education,2,213,475,3502,5160,0
627,coding memes are funny,tech,2,20,12425,3832,3014,0
628,this post will change your life,tech,14,48,46947,6218,7227,1
629,breaking news happening now,education,8,50,47021,9873,5183,1
630,hard work always pays off,motivation,9,258,43976,1519,4586,1
631,this post will change your life,tech,3,62,8665,5221,478,1
632,this post will change your life,education,5,74,801,8233,7836,0
633,this post will change your life,motivation,12,233,37773,7203,4970,1
634,learning ai is the future,motivation,8,212,34265,2408,3429,1
635,stay consistent and grow,,11,225,17764,3745,1524,0
636,stay consistent and grow,education,13,64,26078,5964,6252,0
637,,,9,285,30702,3994,3266,1
638,stay consistent and grow,education,7,271,9509,4707,3370,0
639,learning ai is the future,meme,12,158,23087,2636,1537,1
640,stay consistent and grow,motivation,11,45,48554,6534,4017,0
641,breaking news happening now,news,8,207,16411,9660,7688,0
642,hard work always pays off,meme,5,234,5032,6636,7868,1
643,,meme,13,156,25835,7680,1010,1
644,this post will change your life,motivation,12,98,37351,7656,6374,1
645,,motivation,1,132,11191,5524,3533,1
646,stay consistent and grow,motivation,4,233,46457,7695,559,0
647,,tech,9,77,31307,9116,6355,1
648,,education,2,87,2010,2642,3597,0
649,learning ai is the future,,2,240,36160,90,5494,1
650,coding memes are funny,education,9,196,19515,5359,6229,1
651,learning ai is the future,education,11,50,20704,4698,5402,0
652,this post will change your life,motivation,0,55,26052,5261,5326,0
653,this post will change your life,meme,10,224,12339,9518,3353,0
654,learning ai is the future,motivation,3,103,7780,2747,1294,0
655,coding memes are funny,motivation,12,290,8923,5715,5470,0
656,coding memes are funny,meme,6,105,14585,3188,6026,0
657,,news,2,148,26323,7423,1421,0
658,this post will change your life,,6,239,22951,7705,2819,1
659,,tech,5,277,18473,7441,7906,0
660,learning ai is the future,news,13,249,38308,163,7007,1
661,hard work always pays off,motivation,11,252,41939,3293,3875,0
662,hard work always pays off,education,0,267,46486,9554,305,0
663,this post will change your life,education,13,167,4420,3068,3103,0
664,coding memes are funny,meme,4,125,22862,7229,7802,0
665,hard work always pays off,motivation,10,201,24692,6081,4429,0
666,learning ai is the future,meme,5,34,580,137,7777,1
667,,meme,10,176,34913,1840,6899,1
668,breaking news happening now,tech,8,110,26873,8298,6074,0
669,breaking news happening now,meme,9,212,37754,1718,7106,0
670,coding memes are funny,motivation,5,60,49337,2098,2340,0
671,stay consistent and grow,tech,10,140,1766,1685,1968,1
672,breaking news happening now,education,7,227,46893,680,5910,0
673,learning ai is the future,tech,1,24,24406,6196,3491,1
674,stay consistent and grow,motivation,0,290,45486,2353,4437,0
675,this post will change your life,,13,30,18192,7178,6065,0
676,this post will change your life,news,14,70,17800,7528,1779,0
677,learning ai is the future,tech,0,65,35789,6718,5103,1
678,this post will change your life,,13,49,5982,1138,1524,0
679,learning ai is the future,news,6,284,3644,1671,7029,0
680,learning ai is the future,tech,14,119,41152,2642,619,1
681,breaking news happening now,tech,14,20,28601,7752,7680,0
682,stay consistent and grow,meme,14,148,1434,2887,6397,0
683,breaking news happening now,news,7,133,43201,5134,1150,1
684,coding memes are funny,,7,78,41276,1934,6371,1
685,breaking news happening now,news,11,29,29048,1384,7473,1
686,this post will change your life,tech,2,18,15561,5894,781,0
687,stay consistent and grow,motivation,4,213,46679,212,1593,0
688,breaking news happening now,motivation,14,139,31187,2157,5328,0
689,learning ai is the future,news,6,25,46249,409,1276,0
690,breaking news happening now,meme,13,95,49341,3392,7933,0
691,this post will change your life,meme,12,53,46198,7090,1678,1
692,coding memes are funny,motivation,14,16,27240,5977,2362,1
693,stay consistent and grow,meme,13,26,31269,8089,602,1
694,hard work always pays off,tech,8,166,16315,1371,4351,0
695,stay consistent and grow,tech,4,160,3819,2568,1144,0
696,learning ai is the future,news,14,163,34992,4249,4334,0
697,this post will change your life,,12,274,1769,6002,720,1
698,this post will change your life,education,13,91,45802,9732,641,0
699,,motivation,12,213,2961,6765,6744,1
700,hard work always pays off,motivation,14,12,32098,8598,2375,1
701,coding memes are funny,education,3,170,4580,1243,1289,1
702,learning ai is the future,meme,14,14,46436,6628,3227,0
703,coding memes are funny,tech,3,34,8842,9924,7289,0
704,hard work always pays off,tech,5,267,26627,5948,5817,0
705,learning ai is the future,motivation,8,262,14692,1251,2417,0
706,breaking news happening now,motivation,13,282,47164,9188,1511,0
707,coding memes are funny,meme,12,137,1906,9390,6050,0
708,breaking news happening now,meme,0,201,36554,2056,2297,1
709,learning ai is the future,motivation,0,60,15883,5322,7247,0
710,hard work always pays off,meme,0,280,30512,9860,3792,0
711,breaking news happening now,education,3,202,21102,4298,7281,0
712,breaking news happening now,tech,14,189,29913,2562,5171,1
713,this post will change your life,motivation,3,25,23841,5465,6720,1
714,learning ai is the future,education,10,21,28599,3848,2645,1
715,stay consistent and grow,education,7,83,47255,5111,4291,0
716,hard work always pays off,,13,31,25633,5842,1211,1
717,this post will change your life,news,4,171,26695,7888,7706,0
718,coding memes are funny,motivation,13,239,15,9648,1125,1
719,hard work always pays off,news,9,115,37967,7737,7828,0
720,,education,3,218,5391,1389,4170,0
721,this post will change your life,motivation,7,202,47987,6615,542,1
722,,news,6,201,7026,1869,7619,1
723,coding memes are funny,tech,13,17,30177,4233,5462,1
724,,motivation,5,117,11347,9718,6187,1
725,hard work always pays off,news,1,102,33933,2428,2019,1
726,this post will change your life,meme,4,142,21113,4998,5619,1
727,hard work always pays off,motivation,12,60,30522,6844,7667,0
728,breaking news happening now,,11,108,2749,3109,1559,0
729,this post will change your life,meme,1,236,39641,1500,7434,0
730,breaking news happening now,motivation,5,176,10689,581,5156,1
731,this post will change your life,news,8,32,40636,2264,6539,1
732,breaking news happening now,news,8,297,43224,9284,2237,0
733,,,5,296,40210,1353,1588,0
734,learning ai is the future,motivation,3,96,15853,278,5608,1
735,breaking news happening now,education,9,209,31615,3852,5129,1
736,learning ai is the future,news,11,40,41680,4690,1461,1
737,stay consistent and grow,,8,133,18973,5563,5731,0
738,hard work always pays off,motivation,4,175,30804,879,2973,1
739,,motivation,7,199,29987,1073,142,1
740,coding memes are funny,tech,11,36,2727,4073,582,0
741,coding memes are funny,meme,8,123,17069,2936,5663,0
742,coding memes are funny,tech,4,74,20936,8638,3111,0
743,learning ai is the future,meme,5,202,21713,7122,454,1
744,coding memes are funny,meme,3,288,2775,331,7813,1
745,coding memes are funny,tech,11,235,36950,8116,4907,0
746,breaking news happening now,,0,197,6585,7756,6749,1
747,stay consistent and grow,education,0,172,38219,4067,5355,1
748,coding memes are funny,motivation,4,92,10977,8128,7869,1
749,learning ai is the future,news,2,119,9881,1716,7630,0
750,breaking news happening now,motivation,6,142,5316,7171,7777,0
751,learning ai is the future,,12,80,6230,1543,6831,0
752,this post will change your life,,3,297,43185,9800,1508,0
753,coding memes are funny,tech,3,231,4973,9973,2373,0
754,learning ai is the future,education,3,95,13902,6598,4634,0
755,learning ai is the future,news,5,81,42527,4327,7291,0
756,breaking news happening now,news,8,184,49337,4476,4401,0
757,this post will change your life,,11,194,49727,2256,2984,1
758,this post will change your life,education,11,246,4428,7965,6057,0
759,coding memes are funny,news,12,33,11134,3146,1603,0
760,,news,8,290,37096,5034,7310,0
761,stay consistent and grow,education,12,154,21874,782,719,1
762,hard work always pays off,tech,10,223,35680,5446,1742,0
763,hard work always pays off,tech,4,282,42951,7228,7252,1
764,breaking news happening now,,12,50,44239,9026,2996,1
765,,news,10,15,11126,5647,7766,0
766,coding memes are funny,tech,12,20,12582,6067,6680,1
767,breaking news happening now,tech,7,186,19151,6921,4027,1
768,stay consistent and grow,news,3,189,37676,4892,7176,0
769,coding memes are funny,news,11,40,28812,5325,821,0
770,this post will change your life,,7,55,38803,7556,1567,1
